"doc_id"	"id"	"par_id"	"sent_gen"	"sent_loc"	"word_n"	"group"
"1"	"alekseev_g_raketa_petushkova_1924.txt"	208	2	1	1	24	"1"
"2"	"alekseev_g_raketa_petushkova_1924.txt"	208	2	2	2	55	"1"
"3"	"alekseev_g_raketa_petushkova_1924.txt"	208	3	3	1	34	"1"
"4"	"alekseev_g_raketa_petushkova_1924.txt"	208	3	4	2	23	"1"
"5"	"alekseev_g_raketa_petushkova_1924.txt"	208	3	5	3	3	"1"
"6"	"alekseev_g_raketa_petushkova_1924.txt"	208	3	6	4	20	"1"
"7"	"alekseev_g_raketa_petushkova_1924.txt"	208	3	7	5	39	"1"
"8"	"alekseev_g_raketa_petushkova_1924.txt"	208	3	8	6	52	"1"
"9"	"alekseev_g_raketa_petushkova_1924.txt"	208	4	123	1	7	"1"
"10"	"alekseev_g_raketa_petushkova_1924.txt"	208	5	124	1	10	"1"
"11"	"alekseev_g_raketa_petushkova_1924.txt"	208	5	125	2	5	"1"
"12"	"alekseev_g_raketa_petushkova_1924.txt"	208	6	126	1	15	"1"
"13"	"alekseev_g_raketa_petushkova_1924.txt"	208	6	127	2	5	"1"
"14"	"alekseev_g_raketa_petushkova_1924.txt"	208	6	128	3	11	"1"
"15"	"alekseev_g_raketa_petushkova_1924.txt"	208	6	129	4	15	"1"
"16"	"alekseev_g_raketa_petushkova_1924.txt"	208	6	130	5	22	"1"
"17"	"alekseev_g_raketa_petushkova_1924.txt"	208	6	131	6	1	"1"
"18"	"alekseev_g_raketa_petushkova_1924.txt"	208	6	132	7	33	"1"
"19"	"alekseev_g_raketa_petushkova_1924.txt"	208	6	133	8	1	"2"
"20"	"alekseev_g_raketa_petushkova_1924.txt"	208	6	134	9	21	"2"
"21"	"alekseev_g_raketa_petushkova_1924.txt"	208	6	135	10	4	"2"
"22"	"alekseev_g_raketa_petushkova_1924.txt"	208	6	136	11	5	"2"
"23"	"alekseev_g_raketa_petushkova_1924.txt"	208	7	9	1	13	"2"
"24"	"alekseev_g_raketa_petushkova_1924.txt"	208	7	10	2	16	"2"
"25"	"alekseev_g_raketa_petushkova_1924.txt"	208	7	11	3	7	"2"
"26"	"alekseev_g_raketa_petushkova_1924.txt"	208	7	12	4	24	"2"
"27"	"alekseev_g_raketa_petushkova_1924.txt"	208	8	13	1	12	"2"
"28"	"alekseev_g_raketa_petushkova_1924.txt"	208	9	137	1	12	"2"
"29"	"alekseev_g_raketa_petushkova_1924.txt"	208	10	14	1	9	"2"
"30"	"alekseev_g_raketa_petushkova_1924.txt"	208	12	15	1	7	"2"
"31"	"alekseev_g_raketa_petushkova_1924.txt"	208	13	16	1	23	"2"
