"doc_id"	"id"	"par_id"	"sent_n"	"group"
"1"	"alekseev_g_raketa_petushkova_1924.txt"	208	2	2	"1"
"2"	"alekseev_g_raketa_petushkova_1924.txt"	208	3	6	"1"
"3"	"alekseev_g_raketa_petushkova_1924.txt"	208	4	1	"1"
"4"	"alekseev_g_raketa_petushkova_1924.txt"	208	5	2	"1"
"5"	"alekseev_g_raketa_petushkova_1924.txt"	208	6	11	"1"
"6"	"alekseev_g_raketa_petushkova_1924.txt"	208	7	4	"1"
"7"	"alekseev_g_raketa_petushkova_1924.txt"	208	8	1	"1"
"8"	"alekseev_g_raketa_petushkova_1924.txt"	208	9	1	"1"
"9"	"alekseev_g_raketa_petushkova_1924.txt"	208	10	1	"2"
"10"	"alekseev_g_raketa_petushkova_1924.txt"	208	12	1	"2"
"11"	"alekseev_g_raketa_petushkova_1924.txt"	208	13	2	"2"
"12"	"alekseev_g_raketa_petushkova_1924.txt"	208	14	3	"2"
"13"	"alekseev_g_raketa_petushkova_1924.txt"	208	15	1	"2"
"14"	"alekseev_g_raketa_petushkova_1924.txt"	208	16	3	"2"
"15"	"alekseev_g_raketa_petushkova_1924.txt"	208	17	1	"2"
"16"	"alekseev_g_raketa_petushkova_1924.txt"	208	18	1	"3"
"17"	"alekseev_g_raketa_petushkova_1924.txt"	208	19	1	"3"
"18"	"alekseev_g_raketa_petushkova_1924.txt"	208	20	2	"3"
"19"	"alekseev_g_raketa_petushkova_1924.txt"	208	21	1	"3"
"20"	"alekseev_g_raketa_petushkova_1924.txt"	208	22	3	"3"
"21"	"alekseev_g_raketa_petushkova_1924.txt"	208	23	4	"3"
"22"	"alekseev_g_raketa_petushkova_1924.txt"	208	24	2	"3"
"23"	"alekseev_g_raketa_petushkova_1924.txt"	208	26	4	"4"
"24"	"alekseev_g_raketa_petushkova_1924.txt"	208	27	1	"4"
"25"	"alekseev_g_raketa_petushkova_1924.txt"	208	28	1	"4"
"26"	"alekseev_g_raketa_petushkova_1924.txt"	208	29	5	"4"
"27"	"alekseev_g_raketa_petushkova_1924.txt"	208	30	1	"4"
"28"	"alekseev_g_raketa_petushkova_1924.txt"	208	31	9	"4"
"29"	"alekseev_g_raketa_petushkova_1924.txt"	208	32	3	"4"
"30"	"alekseev_g_raketa_petushkova_1924.txt"	208	33	2	"5"
"31"	"alekseev_g_raketa_petushkova_1924.txt"	208	34	1	"5"
"32"	"alekseev_g_raketa_petushkova_1924.txt"	208	35	2	"5"
"33"	"alekseev_g_raketa_petushkova_1924.txt"	208	36	1	"5"
"34"	"alekseev_g_raketa_petushkova_1924.txt"	208	37	2	"5"
"35"	"alekseev_g_raketa_petushkova_1924.txt"	208	38	1	"5"
"36"	"alekseev_g_raketa_petushkova_1924.txt"	208	39	1	"5"
"37"	"alekseev_g_raketa_petushkova_1924.txt"	208	40	1	"5"
"38"	"alekseev_g_raketa_petushkova_1924.txt"	208	42	3	"6"
"39"	"alekseev_g_raketa_petushkova_1924.txt"	208	43	1	"6"
"40"	"alekseev_g_raketa_petushkova_1924.txt"	208	44	5	"6"
"41"	"alekseev_g_raketa_petushkova_1924.txt"	208	45	14	"6"
"42"	"alekseev_g_raketa_petushkova_1924.txt"	208	46	3	"6"
"43"	"alekseev_g_raketa_petushkova_1924.txt"	208	47	1	"6"
"44"	"alekseev_g_raketa_petushkova_1924.txt"	208	48	1	"6"
"45"	"alekseev_g_raketa_petushkova_1924.txt"	208	49	1	"7"
"46"	"alekseev_g_raketa_petushkova_1924.txt"	208	50	1	"7"
"47"	"alekseev_g_raketa_petushkova_1924.txt"	208	51	1	"7"
"48"	"alekseev_g_raketa_petushkova_1924.txt"	208	52	2	"7"
"49"	"alekseev_g_raketa_petushkova_1924.txt"	208	53	1	"7"
"50"	"alekseev_g_raketa_petushkova_1924.txt"	208	54	2	"7"
"51"	"alekseev_g_raketa_petushkova_1924.txt"	208	56	6	"7"
"52"	"alekseev_g_raketa_petushkova_1924.txt"	208	57	8	"8"
"53"	"alekseev_g_raketa_petushkova_1924.txt"	208	58	5	"8"
"54"	"alekseev_g_raketa_petushkova_1924.txt"	208	59	1	"8"
"55"	"alekseev_g_raketa_petushkova_1924.txt"	208	60	2	"8"
"56"	"alekseev_g_raketa_petushkova_1924.txt"	208	62	1	"8"
"57"	"alekseev_g_raketa_petushkova_1924.txt"	208	63	2	"8"
"58"	"alekseev_g_raketa_petushkova_1924.txt"	208	64	2	"8"
"59"	"alekseev_g_raketa_petushkova_1924.txt"	208	65	2	"9"
"60"	"alekseev_g_raketa_petushkova_1924.txt"	208	66	3	"9"
"61"	"alekseev_g_raketa_petushkova_1924.txt"	208	67	1	"9"
"62"	"alekseev_g_raketa_petushkova_1924.txt"	208	68	1	"9"
"63"	"alekseev_g_raketa_petushkova_1924.txt"	208	69	2	"9"
"64"	"alekseev_g_raketa_petushkova_1924.txt"	208	70	3	"9"
"65"	"alekseev_g_raketa_petushkova_1924.txt"	208	71	4	"9"
"66"	"alekseev_g_raketa_petushkova_1924.txt"	208	72	2	"10"
"67"	"alekseev_g_raketa_petushkova_1924.txt"	208	73	1	"10"
"68"	"alekseev_g_raketa_petushkova_1924.txt"	208	74	1	"10"
